purchase_count,car_make,car_model,car_price,car_year,car_type,car_color,number_of_doors,fuel_type,transmission_type
38,Audi,A1,39093,2022,sedan,Silver,3,Hybrid,Automatic
25,Mercedes-Benz,GLS,35483,2022,SUV,Red,5,Diesel,Manual
17,BMW,Series 8,12214,2022,coupe,Gray,5,Diesel,Automatic
37,Mercedes-Benz,B Class,8982,2022,hatchback,Black,3,Hybrid,Automatic
17,BMW,M5,32893,2022,sedan,Blue,5,Gasoline,Manual
42,Mercedes-Benz,R Class,24671,2022,minivan,Red,5,Electric,Automatic
49,Mercedes-Benz,A Class,23497,2022,hatchback,Gray,3,Electric,Automatic
28,Audi,Q5,35841,2022,SUV,Blue,5,Hybrid,Automatic
46,Mercedes-Benz,GLA,8486,2022,SUV,White,5,Gasoline,Manual
11,BMW,Series 1,36873,2022,hatchback,Gray,5,Hybrid,Manual
9,BMW,Series 2,21557,2022,coupe,Black,3,Electric,Automatic
17,Mercedes-Benz,GLS,12200,2022,SUV,Black,3,Electric,Manual
6,Mercedes-Benz,R Class,14442,2022,minivan,White,3,Electric,Automatic
40,Audi,A4,25606,2022,sedan,Blue,3,Diesel,Manual
48,Mercedes-Benz,A Class,33399,2022,hatchback,Black,5,Hybrid,Automatic
8,Audi,A7,29169,2022,sedan,Gray,5,Diesel,Automatic
21,Audi,A4,31914,2022,sedan,Silver,3,Electric,Manual
46,Audi,Q3,35268,2022,SUV,Black,3,Hybrid,Automatic
24,BMW,Series 7,21220,2022,sedan,White,5,Electric,Automatic
27,Audi,A7,18706,2022,sedan,Red,5,Gasoline,Manual
44,Audi,A6,21348,2022,combie,Black,3,Hybrid,Manual
15,Mercedes-Benz,Vito,32960,2022,van,White,3,Electric,Manual
30,Mercedes-Benz,GLS,20898,2022,SUV,White,3,Gasoline,Automatic
26,BMW,Series 4,26026,2022,coupe,Blue,3,Hybrid,Automatic
1,BMW,Series 7,21332,2022,sedan,Black,3,Electric,Automatic
33,Audi,Q3,36273,2022,SUV,Red,5,Gasoline,Automatic
1,Audi,A1,20866,2022,hatchback,Gray,5,Electric,Automatic
32,Mercedes-Benz,GLA,14373,2022,SUV,Blue,5,Diesel,Automatic
12,Audi,A5,11155,2022,sedan,Gray,5,Hybrid,Automatic
30,Mercedes-Benz,GLS,12505,2022,SUV,Red,5,Hybrid,Automatic
41,Audi,A5,21580,2022,sedan,Black,3,Electric,Automatic
15,BMW,Series 6,11989,2022,sedan,Black,3,Gasoline,Automatic
40,Mercedes-Benz,E Class,30473,2022,combie,Silver,3,Gasoline,Manual
1,Mercedes-Benz,B Class,16056,2022,hatchback,White,5,Diesel,Manual
28,BMW,Series 4,31988,2022,coupe,Red,3,Electric,Manual
47,Audi,Q7,38682,2022,SUV,Red,3,Electric,Automatic
38,Mercedes-Benz,A Class,14548,2022,hatchback,Silver,5,Electric,Manual
18,BMW,M5,31427,2022,sedan,Gray,5,Diesel,Manual
35,Mercedes-Benz,E Class,40127,2022,combie,Red,3,Diesel,Automatic
42,BMW,Series 6,31738,2022,combie,White,5,Gasoline,Manual
31,BMW,M3,17133,2022,sedan,White,3,Electric,Manual
35,Audi,A5,29603,2022,sedan,White,3,Hybrid,Manual
46,Mercedes-Benz,E Class,39674,2022,combie,Silver,5,Hybrid,Automatic
7,Mercedes-Benz,A Class,42270,2022,hatchback,Red,5,Electric,Automatic
12,Audi,Q7,29543,2022,SUV,Blue,5,Hybrid,Automatic
20,BMW,Series 1,43472,2022,hatchback,White,5,Hybrid,Automatic
46,Audi,A3,29346,2022,sedan,White,3,Diesel,Manual
34,BMW,Series 4,37473,2022,coupe,Red,3,Gasoline,Manual
26,BMW,Series 2,32057,2022,coupe,Gray,3,Hybrid,Automatic
8,BMW,Series 6,15221,2022,sedan,Red,3,Hybrid,Manual
6,Audi,A4,41342,2022,sedan,Gray,5,Electric,Automatic
46,BMW,M5,36065,2022,sedan,Gray,5,Hybrid,Automatic
42,Mercedes-Benz,A Class,42081,2022,hatchback,Black,5,Diesel,Manual
33,Audi,A8,17717,2022,sedan,Silver,3,Electric,Manual
13,BMW,Series 2,26496,2022,coupe,Black,5,Diesel,Automatic
42,BMW,M3,8417,2022,sedan,Blue,5,Gasoline,Manual
4,Mercedes-Benz,GLA,27184,2022,SUV,Gray,3,Hybrid,Automatic
33,Audi,A8,19265,2022,sedan,White,3,Hybrid,Automatic
50,BMW,M3,12799,2022,sedan,Blue,5,Hybrid,Automatic
42,Mercedes-Benz,GLA,37365,2022,SUV,White,5,Gasoline,Automatic
8,Mercedes-Benz,C Class,24999,2022,sedan,Red,3,Hybrid,Automatic
47,Audi,A7,20859,2022,sedan,Gray,5,Gasoline,Manual
31,BMW,Series 5,27178,2022,combie,White,5,Diesel,Automatic
4,Mercedes-Benz,A Class,15693,2022,hatchback,Silver,5,Gasoline,Automatic
34,Audi,Q5,41129,2022,SUV,Gray,3,Gasoline,Manual
41,BMW,Series 6,29945,2022,combie,Blue,5,Diesel,Manual
24,Mercedes-Benz,GLA,34179,2022,SUV,Gray,5,Electric,Manual
13,Audi,Q3,11561,2022,SUV,Gray,3,Gasoline,Manual
12,Mercedes-Benz,R Class,39132,2022,minivan,Blue,3,Gasoline,Manual
34,Audi,A8,22668,2022,sedan,Blue,5,Electric,Automatic
25,Mercedes-Benz,A Class,26089,2022,hatchback,White,3,Gasoline,Manual
12,Mercedes-Benz,Vito,19919,2022,van,Red,3,Gasoline,Automatic
37,Mercedes-Benz,C Class,30641,2022,combie,Black,3,Electric,Manual
3,Audi,Q5,43667,2022,SUV,Blue,5,Gasoline,Manual
12,BMW,Series 4,16502,2022,coupe,White,3,Diesel,Manual
45,BMW,Series 5,30982,2022,combie,Black,3,Gasoline,Manual
38,Audi,A4,36942,2022,sedan,Silver,5,Hybrid,Automatic
18,Mercedes-Benz,S Class,17626,2022,sedan,Silver,3,Electric,Automatic
26,Mercedes-Benz,S Class,34661,2022,sedan,Blue,3,Gasoline,Automatic
18,Mercedes-Benz,B Class,30762,2022,hatchback,Silver,3,Hybrid,Manual
29,Mercedes-Benz,R Class,23040,2022,minivan,Silver,3,Hybrid,Manual
4,Audi,A6,33528,2022,sedan,Red,5,Electric,Automatic
31,BMW,M3,28985,2022,sedan,White,5,Gasoline,Automatic
50,BMW,Series 7,26817,2022,sedan,Black,5,Diesel,Automatic
28,Audi,A7,17295,2022,sedan,Black,3,Diesel,Automatic
22,BMW,Series 4,15370,2022,coupe,White,3,Gasoline,Automatic
34,Audi,A1,22563,2022,hatchback,Blue,5,Diesel,Manual
35,Mercedes-Benz,GLS,33502,2022,SUV,White,3,Electric,Manual
39,BMW,Series 4,34786,2022,coupe,White,5,Electric,Automatic
7,Audi,A4,18234,2022,sedan,Black,5,Diesel,Automatic
13,BMW,M3,32315,2022,sedan,White,3,Diesel,Automatic
40,Mercedes-Benz,GLC,29517,2022,SUV,Silver,5,Gasoline,Manual
2,BMW,Series 4,39899,2022,coupe,Red,3,Electric,Manual
48,Audi,A7,47282,2022,sedan,Black,5,Electric,Automatic
45,Audi,Q7,10498,2022,SUV,Black,5,Gasoline,Automatic
40,Mercedes-Benz,Vito,28432,2022,van,Gray,5,Diesel,Manual
27,BMW,Series 8,47351,2022,sedan,Black,5,Hybrid,Manual
33,Audi,Q3,23011,2022,SUV,Black,5,Electric,Automatic
46,Audi,A8,33580,2022,sedan,Black,3,Hybrid,Automatic
42,Audi,A1,19690,2022,sedan,Blue,5,Hybrid,Automatic
26,Mercedes-Benz,C Class,30509,2022,combie,Blue,3,Diesel,Automatic
14,Audi,Q3,26767,2022,SUV,Silver,5,Diesel,Manual
42,BMW,Series 4,31851,2022,coupe,Silver,5,Gasoline,Automatic
13,Mercedes-Benz,B Class,7703,2022,hatchback,Black,3,Electric,Automatic
13,Audi,A3,43652,2022,sedan,Black,3,Diesel,Manual
24,Mercedes-Benz,GLC,21031,2022,SUV,White,3,Hybrid,Automatic
30,Mercedes-Benz,GLA,12408,2022,SUV,Red,5,Gasoline,Automatic
24,BMW,M5,37167,2022,sedan,Silver,3,Hybrid,Automatic
25,Audi,A8,30695,2022,sedan,Black,5,Hybrid,Manual
24,Audi,Q3,10544,2022,SUV,Black,5,Gasoline,Manual
18,BMW,Series 2,15222,2022,coupe,Gray,5,Gasoline,Automatic
20,Audi,Q5,26822,2022,SUV,Blue,3,Gasoline,Automatic
13,Audi,A3,31303,2022,sedan,Red,3,Hybrid,Automatic
17,Mercedes-Benz,A Class,29384,2022,hatchback,Gray,5,Diesel,Manual
46,BMW,Series 4,21548,2022,coupe,White,5,Gasoline,Automatic
29,Audi,A4,9659,2022,sedan,Black,5,Hybrid,Automatic
22,BMW,Series 3,9534,2022,sedan,White,5,Electric,Automatic
21,BMW,Series 4,22860,2022,coupe,Gray,5,Electric,Automatic
48,BMW,Series 4,40908,2022,coupe,White,3,Hybrid,Automatic
20,Mercedes-Benz,R Class,15824,2022,minivan,Silver,3,Electric,Manual
19,Mercedes-Benz,GLA,42768,2022,SUV,Red,3,Hybrid,Manual
8,Mercedes-Benz,GLA,20812,2022,SUV,Silver,5,Gasoline,Automatic
6,Audi,A3,17514,2022,sedan,Blue,3,Electric,Automatic
26,Mercedes-Benz,R Class,33225,2022,minivan,Gray,5,Electric,Manual
23,BMW,Series 6,28954,2022,combie,Blue,3,Diesel,Automatic
5,BMW,Series 7,31097,2022,sedan,Gray,5,Electric,Automatic
6,Mercedes-Benz,R Class,46086,2022,minivan,Silver,5,Hybrid,Automatic
18,Audi,A1,40247,2022,hatchback,Gray,3,Diesel,Manual
31,BMW,Series 8,29039,2022,coupe,Black,5,Diesel,Manual
32,Audi,A5,26466,2022,sedan,Red,3,Electric,Automatic
9,Mercedes-Benz,B Class,25260,2022,hatchback,Red,5,Diesel,Manual
23,BMW,M3,13879,2022,sedan,White,3,Diesel,Automatic
35,Mercedes-Benz,GLA,20220,2022,SUV,Blue,3,Electric,Automatic
46,BMW,Series 1,34248,2022,hatchback,White,5,Hybrid,Manual
28,Mercedes-Benz,Vito,26702,2022,van,Silver,5,Electric,Automatic
1,BMW,Series 5,28446,2022,sedan,White,5,Electric,Manual
38,Mercedes-Benz,GLC,17972,2022,SUV,Black,5,Hybrid,Automatic
1,BMW,Series 2,14579,2022,coupe,Silver,3,Diesel,Manual
34,Mercedes-Benz,A Class,28392,2022,hatchback,Blue,3,Diesel,Manual
14,BMW,Series 6,47013,2022,sedan,Black,5,Electric,Manual
2,BMW,Series 4,19603,2022,coupe,Blue,3,Diesel,Manual
14,Mercedes-Benz,R Class,13727,2022,minivan,Blue,3,Diesel,Manual
44,Audi,Q3,30395,2022,SUV,Gray,5,Electric,Automatic
47,Mercedes-Benz,S Class,26851,2022,sedan,Red,3,Diesel,Automatic
50,BMW,Series 7,34638,2022,sedan,White,5,Electric,Automatic
18,Audi,Q3,24137,2022,SUV,Blue,5,Hybrid,Manual
37,Audi,A3,41042,2022,hatchback,Gray,3,Electric,Manual
30,BMW,Series 6,36871,2022,sedan,Black,3,Hybrid,Automatic
44,Mercedes-Benz,S Class,38531,2022,sedan,Gray,3,Diesel,Manual
49,BMW,Series 2,10016,2022,coupe,Red,5,Electric,Manual
38,Audi,A6,43730,2022,sedan,Gray,3,Hybrid,Automatic
42,Mercedes-Benz,C Class,28044,2022,combie,Black,3,Gasoline,Manual
3,Mercedes-Benz,Vito,34707,2022,van,Blue,3,Electric,Automatic
19,BMW,Series 1,23667,2022,hatchback,White,3,Hybrid,Manual
20,Mercedes-Benz,GLA,36652,2022,SUV,Red,3,Hybrid,Manual
36,BMW,M3,26857,2022,sedan,Red,3,Gasoline,Manual
13,BMW,M3,10729,2022,sedan,Blue,5,Diesel,Manual
31,Mercedes-Benz,S Class,16518,2022,sedan,Blue,5,Hybrid,Manual
43,Mercedes-Benz,C Class,20190,2022,combie,White,5,Gasoline,Manual
42,Audi,A1,19382,2022,sedan,Red,5,Hybrid,Manual
19,Audi,A4,26814,2022,sedan,Black,3,Diesel,Automatic
8,Audi,A8,32684,2022,sedan,Red,3,Electric,Manual
46,BMW,M5,33058,2022,sedan,Silver,3,Gasoline,Manual
15,BMW,M3,47223,2022,sedan,Silver,3,Gasoline,Manual
39,BMW,Series 3,15030,2022,combie,Silver,3,Hybrid,Manual
39,Mercedes-Benz,GLA,26095,2022,SUV,Blue,5,Diesel,Automatic
8,Audi,A7,43205,2022,sedan,Black,5,Gasoline,Manual
23,Mercedes-Benz,B Class,20860,2022,hatchback,Black,5,Diesel,Manual
24,BMW,Series 6,14927,2022,combie,Red,5,Diesel,Manual
31,Mercedes-Benz,GLS,17852,2022,SUV,Silver,3,Diesel,Automatic
26,Audi,A5,36815,2022,sedan,Black,5,Electric,Automatic
41,Audi,A6,38926,2022,combie,Black,3,Diesel,Manual
40,BMW,Series 3,23429,2022,combie,Blue,3,Gasoline,Automatic
41,Mercedes-Benz,B Class,28137,2022,hatchback,Red,3,Gasoline,Manual
3,BMW,M3,32332,2022,sedan,Red,3,Diesel,Manual
28,BMW,Series 1,32539,2022,hatchback,Silver,5,Gasoline,Automatic
17,BMW,M3,17989,2022,sedan,Black,3,Hybrid,Automatic
17,Mercedes-Benz,Vito,23736,2022,van,Silver,3,Electric,Manual
34,Audi,A5,38612,2022,sedan,Red,3,Hybrid,Automatic
4,BMW,Series 6,8802,2022,combie,Black,3,Diesel,Automatic
47,Mercedes-Benz,B Class,18337,2022,hatchback,Black,5,Gasoline,Automatic
7,Audi,Q7,34793,2022,SUV,Red,5,Diesel,Manual
47,BMW,Series 8,21625,2022,coupe,White,5,Electric,Manual
46,BMW,M5,15081,2022,sedan,Black,3,Hybrid,Automatic
39,Audi,Q7,36055,2022,SUV,Gray,5,Diesel,Manual
6,Mercedes-Benz,E Class,20910,2022,combie,Black,3,Hybrid,Manual
31,Audi,A5,26260,2022,sedan,Blue,3,Electric,Manual
34,Audi,A8,31126,2022,sedan,Red,3,Hybrid,Automatic
26,BMW,Series 2,18882,2022,coupe,Black,3,Electric,Manual
44,Mercedes-Benz,B Class,29314,2022,hatchback,Red,3,Electric,Manual
43,Mercedes-Benz,E Class,22108,2022,sedan,Red,3,Electric,Automatic
20,BMW,Series 2,29483,2022,coupe,Black,3,Hybrid,Automatic
35,BMW,Series 5,40237,2022,sedan,Red,3,Electric,Automatic
22,Mercedes-Benz,C Class,23717,2022,combie,Black,3,Electric,Manual
48,Mercedes-Benz,B Class,27304,2022,hatchback,Blue,3,Gasoline,Automatic
26,Mercedes-Benz,GLA,27886,2022,SUV,Red,3,Electric,Automatic
43,BMW,Series 8,9836,2022,coupe,Red,5,Hybrid,Automatic
1,BMW,Series 8,18091,2022,sedan,White,5,Hybrid,Automatic
34,Audi,Q3,13337,2022,SUV,Black,3,Gasoline,Manual
24,BMW,Series 5,14070,2022,sedan,Blue,3,Electric,Manual
23,Mercedes-Benz,GLS,19153,2022,SUV,White,5,Electric,Automatic
21,Audi,A8,27364,2022,sedan,Blue,3,Diesel,Manual
21,BMW,Series 8,23486,2022,coupe,Silver,3,Gasoline,Manual
6,BMW,Series 3,24309,2022,sedan,Silver,5,Electric,Manual
1,Audi,A5,34648,2022,sedan,Black,3,Diesel,Manual
8,Audi,A8,43473,2022,sedan,White,3,Diesel,Manual
48,Mercedes-Benz,GLA,14240,2022,SUV,Gray,3,Gasoline,Manual
17,Mercedes-Benz,C Class,27728,2022,sedan,Blue,3,Gasoline,Manual
34,BMW,Series 7,33995,2022,sedan,Red,5,Electric,Automatic
42,BMW,Series 1,25033,2022,hatchback,Black,3,Diesel,Automatic
40,Audi,A6,9079,2022,combie,Gray,3,Diesel,Automatic
43,Mercedes-Benz,S Class,24386,2022,sedan,Silver,5,Diesel,Automatic
27,BMW,Series 8,16388,2022,coupe,White,5,Diesel,Manual
36,BMW,Series 7,18991,2022,sedan,Silver,5,Hybrid,Automatic
6,Audi,Q3,11454,2022,SUV,White,3,Gasoline,Manual
15,Mercedes-Benz,A Class,29355,2022,hatchback,Silver,5,Diesel,Manual
25,Mercedes-Benz,S Class,18134,2022,sedan,Red,3,Diesel,Automatic
46,Audi,Q5,32181,2022,SUV,Silver,3,Electric,Manual
17,Mercedes-Benz,B Class,39130,2022,hatchback,Black,5,Electric,Manual
12,BMW,Series 1,45392,2022,hatchback,Silver,5,Hybrid,Automatic
10,BMW,Series 1,38158,2022,hatchback,Blue,5,Gasoline,Automatic
33,BMW,Series 6,18466,2022,sedan,Blue,5,Electric,Automatic
22,Mercedes-Benz,C Class,18104,2022,combie,Blue,5,Electric,Automatic
6,Audi,Q7,30968,2022,SUV,Blue,3,Gasoline,Manual
4,Mercedes-Benz,Vito,22481,2022,van,Silver,5,Electric,Manual
48,Mercedes-Benz,Vito,45769,2022,van,Blue,5,Diesel,Manual
15,BMW,Series 5,24253,2022,combie,Silver,3,Electric,Manual
9,Audi,Q7,36289,2022,SUV,Black,5,Diesel,Manual
8,BMW,Series 6,42218,2022,sedan,Blue,5,Hybrid,Automatic
30,Audi,Q3,23108,2022,SUV,Silver,5,Hybrid,Automatic
5,Mercedes-Benz,E Class,47085,2022,sedan,Black,5,Electric,Manual
29,Audi,A7,26125,2022,sedan,White,3,Electric,Automatic
18,Mercedes-Benz,A Class,48276,2022,hatchback,Black,5,Diesel,Manual
9,Mercedes-Benz,B Class,11459,2022,hatchback,Blue,3,Diesel,Manual
27,Mercedes-Benz,R Class,15319,2022,minivan,White,5,Diesel,Manual
41,Audi,Q7,38473,2022,SUV,Red,5,Hybrid,Manual
28,Audi,A6,39950,2022,combie,White,3,Electric,Manual
6,Audi,A1,22299,2022,sedan,Black,5,Hybrid,Automatic
16,Mercedes-Benz,R Class,13427,2022,minivan,Silver,3,Gasoline,Automatic
46,BMW,M3,20505,2022,sedan,Red,3,Electric,Manual
36,Audi,A3,10540,2022,sedan,Blue,5,Diesel,Automatic
32,Audi,A1,41184,2022,hatchback,Silver,3,Hybrid,Automatic
46,Audi,A7,7182,2022,sedan,Black,5,Electric,Manual
8,BMW,Series 3,31627,2022,combie,Silver,5,Gasoline,Automatic
30,Mercedes-Benz,GLA,29470,2022,SUV,Black,5,Hybrid,Automatic
41,Audi,A7,14753,2022,sedan,Silver,3,Diesel,Automatic
36,Audi,Q5,13964,2022,SUV,Silver,3,Hybrid,Manual
12,Audi,Q7,17595,2022,SUV,Blue,3,Hybrid,Manual
10,Mercedes-Benz,GLA,35616,2022,SUV,Silver,3,Electric,Automatic
32,BMW,Series 1,48797,2022,hatchback,Blue,3,Diesel,Manual
18,Mercedes-Benz,S Class,24015,2022,sedan,Black,3,Gasoline,Automatic
49,Mercedes-Benz,C Class,36535,2022,combie,Black,5,Electric,Manual
36,Mercedes-Benz,S Class,19439,2022,sedan,Black,3,Gasoline,Manual
10,Audi,A3,18420,2022,sedan,Silver,3,Gasoline,Manual
19,Audi,A4,20361,2022,sedan,Red,5,Diesel,Automatic
22,Mercedes-Benz,B Class,40786,2022,hatchback,Blue,5,Gasoline,Manual
27,Mercedes-Benz,GLA,22027,2022,SUV,Black,5,Electric,Automatic
28,Audi,Q3,24667,2022,SUV,White,5,Electric,Automatic
5,Audi,A1,28761,2022,hatchback,Black,5,Diesel,Manual
35,Audi,Q3,19197,2022,SUV,Black,3,Hybrid,Automatic
7,Mercedes-Benz,B Class,37829,2022,hatchback,Silver,3,Electric,Automatic
37,Audi,A1,18280,2022,hatchback,Gray,3,Gasoline,Manual
30,BMW,Series 1,40815,2022,hatchback,Black,5,Electric,Manual
18,BMW,Series 1,20518,2022,hatchback,Blue,3,Diesel,Manual
8,Audi,A4,39877,2022,sedan,Red,5,Hybrid,Manual
13,Mercedes-Benz,B Class,12034,2022,hatchback,Blue,5,Hybrid,Automatic
41,BMW,M5,22758,2022,sedan,Silver,5,Hybrid,Automatic
25,Mercedes-Benz,GLA,26178,2022,SUV,Gray,3,Hybrid,Manual
15,BMW,Series 2,28383,2022,coupe,Blue,3,Electric,Automatic
2,BMW,Series 2,24230,2022,coupe,Gray,3,Electric,Manual
47,Mercedes-Benz,R Class,24157,2022,minivan,Red,3,Diesel,Automatic
46,Audi,A5,27814,2022,sedan,White,5,Electric,Manual
17,Audi,A4,36236,2022,sedan,White,5,Gasoline,Automatic
10,Audi,A1,36164,2022,sedan,Silver,5,Hybrid,Manual
7,Mercedes-Benz,C Class,38265,2022,sedan,Silver,3,Hybrid,Automatic
31,Audi,Q7,42036,2022,SUV,White,5,Gasoline,Manual
1,BMW,Series 5,42517,2022,sedan,Black,3,Diesel,Manual
12,Audi,A7,18607,2022,sedan,Red,3,Diesel,Manual
5,Audi,A3,40314,2022,sedan,Gray,3,Gasoline,Manual
43,Audi,Q5,39773,2022,SUV,Silver,5,Diesel,Automatic
50,BMW,Series 5,15256,2022,sedan,Blue,3,Gasoline,Manual
44,Mercedes-Benz,GLS,37574,2022,SUV,White,5,Hybrid,Manual
48,Mercedes-Benz,Vito,36231,2022,van,Gray,3,Diesel,Automatic
34,Audi,Q5,12970,2022,SUV,Blue,3,Diesel,Automatic
50,BMW,Series 1,39648,2022,hatchback,Red,3,Electric,Manual
29,BMW,Series 1,7766,2022,hatchback,White,5,Electric,Automatic
1,Audi,A5,17837,2022,sedan,Black,3,Diesel,Manual
28,BMW,Series 4,11721,2022,coupe,Blue,3,Diesel,Manual
5,Mercedes-Benz,B Class,25789,2022,hatchback,Silver,3,Electric,Manual
27,Mercedes-Benz,S Class,25385,2022,sedan,Black,3,Diesel,Automatic
19,Mercedes-Benz,A Class,12779,2022,hatchback,Blue,5,Diesel,Automatic
8,Audi,A5,33557,2022,sedan,Blue,5,Electric,Automatic
15,Mercedes-Benz,E Class,14088,2022,sedan,Red,5,Electric,Manual
16,Audi,A4,28122,2022,sedan,Red,5,Electric,Automatic
33,BMW,M5,18952,2022,sedan,Silver,5,Hybrid,Automatic
28,BMW,Series 7,34009,2022,sedan,White,5,Hybrid,Manual
22,BMW,Series 2,28877,2022,coupe,Red,5,Gasoline,Automatic
26,BMW,Series 3,22007,2022,sedan,Silver,5,Gasoline,Automatic
35,Audi,A7,21506,2022,sedan,Black,3,Diesel,Automatic
47,BMW,Series 8,29380,2022,sedan,Gray,3,Diesel,Manual
4,BMW,Series 6,17230,2022,sedan,White,5,Electric,Automatic
18,BMW,Series 3,33914,2022,combie,Red,5,Electric,Manual
9,Audi,Q5,45696,2022,SUV,Red,3,Gasoline,Automatic
48,Mercedes-Benz,GLA,27379,2022,SUV,Silver,3,Gasoline,Automatic
28,Mercedes-Benz,A Class,19789,2022,hatchback,Blue,3,Diesel,Automatic
2,Mercedes-Benz,Vito,30027,2022,van,Silver,3,Diesel,Automatic
27,Audi,A7,16715,2022,sedan,Red,3,Hybrid,Automatic
20,Mercedes-Benz,Vito,30892,2022,van,Silver,5,Electric,Manual
46,BMW,M3,25141,2022,sedan,Silver,3,Electric,Manual
34,Audi,A5,30913,2022,sedan,Red,5,Hybrid,Automatic
39,Audi,A7,19433,2022,sedan,White,3,Gasoline,Automatic
13,Mercedes-Benz,R Class,43830,2022,minivan,Black,5,Gasoline,Manual
42,BMW,Series 2,32761,2022,coupe,Red,5,Hybrid,Manual
1,Audi,A5,28808,2022,sedan,Gray,3,Gasoline,Manual
47,Mercedes-Benz,R Class,42618,2022,minivan,White,3,Diesel,Manual
20,Mercedes-Benz,A Class,26025,2022,hatchback,Gray,3,Electric,Manual
15,BMW,Series 8,14697,2022,sedan,Red,3,Diesel,Manual
39,Audi,A6,36102,2022,sedan,Red,5,Electric,Automatic
41,BMW,M3,34454,2022,sedan,Blue,3,Diesel,Manual
21,Mercedes-Benz,A Class,37472,2022,hatchback,Red,3,Electric,Automatic
50,Mercedes-Benz,E Class,42239,2022,sedan,Blue,3,Gasoline,Automatic
16,BMW,M3,11261,2022,sedan,Black,5,Diesel,Manual
14,BMW,Series 8,30182,2022,coupe,Red,5,Diesel,Manual
35,Mercedes-Benz,B Class,23610,2022,hatchback,Black,5,Gasoline,Automatic
49,BMW,Series 2,27837,2022,coupe,Red,3,Hybrid,Manual
17,Audi,A8,38906,2022,sedan,Black,5,Diesel,Manual
4,Audi,A4,40010,2022,sedan,Black,3,Diesel,Manual
30,Audi,Q7,21947,2022,SUV,Gray,3,Diesel,Automatic
29,BMW,Series 6,48760,2022,combie,White,5,Diesel,Automatic
3,Audi,A8,42444,2022,sedan,Silver,3,Hybrid,Manual
43,Mercedes-Benz,R Class,28108,2022,minivan,Red,3,Electric,Automatic
13,Mercedes-Benz,S Class,19920,2022,sedan,Blue,5,Gasoline,Manual
32,BMW,Series 5,38845,2022,combie,Gray,5,Gasoline,Automatic
9,Audi,A6,26779,2022,sedan,Silver,5,Hybrid,Manual
40,Mercedes-Benz,B Class,21671,2022,hatchback,Gray,3,Diesel,Manual
43,Mercedes-Benz,GLS,29469,2022,SUV,Red,5,Electric,Automatic
5,Audi,A8,43394,2022,sedan,Silver,3,Diesel,Automatic
10,BMW,Series 2,21152,2022,coupe,Red,3,Gasoline,Automatic
5,Mercedes-Benz,GLC,40964,2022,SUV,Black,3,Electric,Automatic
15,Audi,A3,18731,2022,sedan,White,5,Diesel,Manual
31,Mercedes-Benz,A Class,42520,2022,hatchback,Gray,3,Gasoline,Automatic
45,Audi,A1,45858,2022,sedan,Red,5,Diesel,Manual
17,BMW,M5,39786,2022,sedan,Red,3,Gasoline,Automatic
43,Audi,A6,28288,2022,sedan,White,3,Electric,Manual
21,BMW,Series 8,15503,2022,coupe,White,5,Diesel,Manual
15,Mercedes-Benz,GLC,37528,2022,SUV,Red,5,Hybrid,Automatic
42,Audi,Q7,31506,2022,SUV,Silver,5,Gasoline,Manual
38,Mercedes-Benz,B Class,26991,2022,hatchback,Black,3,Hybrid,Automatic
39,BMW,Series 5,17034,2022,sedan,Red,5,Electric,Manual
32,Audi,A7,44754,2022,sedan,White,3,Electric,Automatic
5,Mercedes-Benz,A Class,26122,2022,hatchback,Silver,5,Electric,Manual
29,Mercedes-Benz,B Class,33569,2022,hatchback,White,5,Hybrid,Automatic
10,BMW,M5,24316,2022,sedan,Black,5,Electric,Automatic
45,Audi,Q7,33191,2022,SUV,Black,5,Electric,Manual
15,Audi,Q7,21810,2022,SUV,Black,5,Gasoline,Automatic
34,Audi,A3,36863,2022,sedan,Red,5,Hybrid,Automatic
39,Mercedes-Benz,B Class,15920,2022,hatchback,Black,3,Diesel,Automatic
34,Mercedes-Benz,A Class,29297,2022,hatchback,White,3,Electric,Automatic
15,Mercedes-Benz,E Class,14929,2022,combie,Blue,3,Diesel,Automatic
10,Mercedes-Benz,S Class,20328,2022,sedan,Blue,5,Electric,Automatic
36,Mercedes-Benz,A Class,36008,2022,hatchback,Red,5,Gasoline,Manual
3,BMW,Series 5,35616,2022,combie,Red,5,Hybrid,Automatic
17,Audi,Q7,22359,2022,SUV,Blue,3,Gasoline,Automatic
47,Mercedes-Benz,GLS,31116,2022,SUV,Gray,3,Hybrid,Manual
16,BMW,Series 2,28760,2022,coupe,Blue,3,Gasoline,Automatic
3,Mercedes-Benz,GLC,12896,2022,SUV,Red,5,Diesel,Manual
26,Audi,Q7,15679,2022,SUV,White,5,Gasoline,Automatic
20,Audi,A6,47667,2022,combie,White,5,Diesel,Automatic
28,Audi,A3,19384,2022,hatchback,Gray,3,Diesel,Manual
34,Mercedes-Benz,C Class,16788,2022,sedan,Red,3,Hybrid,Automatic
32,Mercedes-Benz,S Class,36703,2022,sedan,Blue,5,Hybrid,Automatic
8,Audi,Q5,40909,2022,SUV,Blue,3,Hybrid,Manual
12,Audi,Q7,30760,2022,SUV,Gray,3,Gasoline,Automatic
29,BMW,M5,28765,2022,sedan,Black,3,Diesel,Automatic
13,BMW,M3,31481,2022,sedan,Red,5,Hybrid,Manual
29,Mercedes-Benz,A Class,34636,2022,hatchback,Silver,5,Hybrid,Automatic
