purchase_count,car_make,car_model,car_price,car_year,car_type,car_color,number_of_doors,car_condition,fuel_type,transmission_type
17,Audi,A1,28921,2024,Hatchback,Blue,3,Used,Gasoline,Manual
16,Mercedes-Benz,R-Class,50195,2024,Hatchback,Gray,3,Used,Diesel,Automatic
38,Audi,A1,35895,2024,Coupe,Gray,5,Used,Gasoline,Automatic
15,BMW,X1,45509,2024,SUV,Silver,5,New,Gasoline,Automatic
18,Audi,Q7,45047,2024,Combie,Gray,3,New,Gasoline,Manual
22,Mercedes-Benz,E-Class,15336,2024,SUV,Black,3,New,Gasoline,Manual
23,Audi,A4,44387,2024,Combie,Gray,5,New,Electric,Automatic
32,Mercedes-Benz,A-Class,28124,2024,Truck,Silver,3,Used,Diesel,Manual
34,BMW,X6,43852,2024,Sedan,Blue,3,Used,Electric,Manual
35,Mercedes-Benz,R-Class,15607,2024,Coupe,Gray,3,Used,Gasoline,Manual
25,Mercedes-Benz,GLC,18151,2024,Truck,Gray,3,New,Gasoline,Automatic
17,Mercedes-Benz,Vito,57327,2024,Sedan,Silver,5,Used,Gasoline,Automatic
28,Audi,Q7,36475,2024,SUV,White,5,New,Hybrid,Manual
24,Audi,Q3,59362,2024,SUV,White,3,Used,Gasoline,Manual
39,Mercedes-Benz,A-Class,57379,2024,Sedan,White,5,New,Electric,Manual
42,Mercedes-Benz,R-Class,20861,2024,Combie,Black,3,Used,Diesel,Manual
38,BMW,X1,46572,2024,SUV,Red,5,New,Gasoline,Manual
23,Audi,A3,41845,2024,Hatchback,White,5,New,Gasoline,Automatic
21,Mercedes-Benz,Vito,23208,2024,Truck,Red,3,New,Gasoline,Manual
21,BMW,Ix1,56785,2024,SUV,Gray,3,New,Diesel,Automatic
31,Audi,A6,57839,2024,SUV,Gray,5,Used,Gasoline,Automatic
20,BMW,X5,15919,2024,SUV,White,5,Used,Diesel,Manual
20,Mercedes-Benz,C-Class,22797,2024,Coupe,White,3,Used,Gasoline,Automatic
31,BMW,1 Series,20193,2024,Truck,Silver,5,New,Gasoline,Automatic
29,Audi,A4,31139,2024,Combie,Blue,5,Used,Diesel,Manual
2,Mercedes-Benz,C-Class,47707,2024,Hatchback,Black,5,New,Diesel,Automatic
5,Audi,A5,45188,2024,Coupe,White,5,New,Gasoline,Automatic
11,Mercedes-Benz,CLA,57372,2024,SUV,Gray,5,Used,Electric,Manual
48,Mercedes-Benz,CLA,37281,2024,SUV,White,5,Used,Gasoline,Manual
49,BMW,Ix1,47361,2024,Coupe,Silver,3,New,Gasoline,Manual
35,BMW,Ix1,20509,2024,Combie,Silver,3,New,Gasoline,Automatic
10,BMW,5 series,31984,2024,Truck,Gray,3,Used,Gasoline,Manual
1,Audi,A6,58768,2024,Hatchback,Red,3,Used,Gasoline,Automatic
6,Mercedes-Benz,Vito,44567,2024,Hatchback,Silver,5,New,Gasoline,Automatic
41,BMW,3 Series,49135,2024,Coupe,Black,5,Used,Diesel,Automatic
42,BMW,X1,47541,2024,Hatchback,Black,5,Used,Gasoline,Manual
33,Audi,A6,43332,2024,Coupe,White,5,Used,Gasoline,Automatic
5,Mercedes-Benz,A-Class,34718,2024,Hatchback,Black,5,Used,Gasoline,Automatic
42,BMW,3 Series,45143,2024,Sedan,Silver,5,Used,Gasoline,Manual
38,Audi,A6,36499,2024,Truck,Silver,5,New,Electric,Automatic
29,Audi,A6,55862,2024,Truck,Red,3,Used,Electric,Manual
27,BMW,3 Series,35705,2024,SUV,White,5,Used,Gasoline,Manual
6,Audi,Q7,58663,2024,Sedan,White,5,New,Diesel,Automatic
40,BMW,6 series,18141,2024,SUV,Blue,5,New,Electric,Automatic
47,Mercedes-Benz,G-Class,37872,2024,Sedan,Red,3,New,Gasoline,Manual
17,BMW,5 series,38585,2024,Coupe,Silver,5,Used,Gasoline,Manual
50,Mercedes-Benz,Vito,21037,2024,Combie,Black,5,Used,Hybrid,Automatic
28,Mercedes-Benz,R-Class,20268,2024,Combie,White,3,Used,Gasoline,Manual
9,Audi,A5,46001,2024,Combie,Red,5,Used,Gasoline,Automatic
22,BMW,3 Series,16605,2024,Coupe,Gray,5,New,Gasoline,Automatic
25,Mercedes-Benz,Vito,46018,2024,Coupe,Red,3,Used,Gasoline,Manual
43,Audi,A4,36981,2024,Coupe,Blue,3,Used,Gasoline,Automatic
21,Mercedes-Benz,C-Class,26879,2024,Combie,Gray,3,Used,Diesel,Manual
14,Audi,Q5,47329,2024,Sedan,Red,3,New,Gasoline,Manual
15,Mercedes-Benz,Vito,44168,2024,Coupe,White,3,Used,Diesel,Manual
19,BMW,5 series,28455,2024,Sedan,Red,5,Used,Diesel,Automatic
17,BMW,3 Series,25566,2024,Coupe,Gray,5,New,Electric,Automatic
25,Audi,A6,39232,2024,Hatchback,Red,3,Used,Gasoline,Manual
29,Audi,Q5,46850,2024,Sedan,Blue,3,Used,Gasoline,Automatic
48,BMW,Ix1,48728,2024,SUV,Blue,5,New,Diesel,Automatic
25,Audi,A5,18902,2024,Coupe,White,3,New,Gasoline,Automatic
5,BMW,X3,44503,2024,SUV,White,3,Used,Electric,Manual
47,Audi,A5,57021,2024,SUV,Red,3,New,Gasoline,Automatic
14,Mercedes-Benz,C-Class,19526,2024,Combie,Red,3,New,Diesel,Automatic
34,Mercedes-Benz,G-Class,33884,2024,Coupe,Black,3,Used,Gasoline,Manual
6,BMW,X6,54118,2024,SUV,Black,5,Used,Gasoline,Automatic
6,BMW,1 Series,19696,2024,SUV,Red,5,New,Diesel,Manual
15,Mercedes-Benz,GLC,57800,2024,Truck,Black,3,Used,Gasoline,Automatic
2,Audi,A4,50632,2024,Sedan,Gray,5,New,Electric,Automatic
48,Mercedes-Benz,Vito,37370,2024,SUV,Blue,5,New,Gasoline,Manual
50,BMW,X3,22263,2024,Coupe,Silver,3,Used,Diesel,Manual
15,Audi,A4,34074,2024,Coupe,White,5,Used,Diesel,Manual
25,Audi,Q5,22421,2024,Sedan,Silver,5,Used,Diesel,Automatic
20,Audi,A6,29188,2024,Sedan,Blue,3,Used,Gasoline,Manual
16,BMW,X6,42150,2024,Hatchback,Black,5,Used,Electric,Automatic
34,Audi,A7,51955,2024,Coupe,Blue,5,Used,Hybrid,Manual
32,Audi,A1,33121,2024,Truck,Red,3,New,Gasoline,Automatic
31,BMW,X3,22029,2024,SUV,Black,3,New,Diesel,Manual
1,Audi,A7,25655,2024,Truck,Blue,5,New,Diesel,Automatic
6,BMW,X5,49810,2024,Sedan,Red,3,New,Hybrid,Manual
16,Mercedes-Benz,A-Class,49301,2024,Sedan,Silver,5,New,Diesel,Manual
31,BMW,Ix1,23135,2024,Coupe,Silver,3,New,Electric,Automatic
23,Mercedes-Benz,C-Class,34053,2024,Sedan,Blue,5,Used,Gasoline,Automatic
17,BMW,X1,31937,2024,Truck,Red,5,Used,Diesel,Automatic
14,Mercedes-Benz,R-Class,26625,2024,Sedan,Silver,3,Used,Gasoline,Manual
8,Mercedes-Benz,S-Class,53281,2024,SUV,Silver,3,New,Diesel,Manual
35,BMW,X5,51664,2024,SUV,White,5,New,Gasoline,Manual
27,Audi,Q7,18648,2024,Truck,Gray,3,Used,Gasoline,Manual
22,Mercedes-Benz,CLA,25326,2024,SUV,Silver,3,New,Gasoline,Manual
26,Audi,A7,34965,2024,Hatchback,Blue,3,New,Diesel,Manual
8,Audi,Q7,56640,2024,Coupe,Blue,5,Used,Gasoline,Manual
33,Audi,Q7,23437,2024,Coupe,Silver,5,New,Gasoline,Automatic
12,Mercedes-Benz,A-Class,43490,2024,Sedan,Blue,5,New,Gasoline,Automatic
47,BMW,X3,24620,2024,Coupe,White,3,Used,Diesel,Manual
34,BMW,5 series,50876,2024,Sedan,White,5,New,Diesel,Automatic
30,Mercedes-Benz,S-Class,17848,2024,Combie,White,3,New,Diesel,Automatic
42,Audi,Q3,42652,2024,Sedan,White,3,Used,Diesel,Manual
11,Audi,Q5,26171,2024,SUV,Red,5,New,Gasoline,Automatic
33,Mercedes-Benz,G-Class,41605,2024,SUV,Gray,3,New,Gasoline,Automatic
7,Mercedes-Benz,Vito,45902,2024,Sedan,White,3,Used,Gasoline,Automatic
44,BMW,Ix1,28683,2024,SUV,Black,3,Used,Electric,Manual
26,Audi,Q5,47191,2024,Coupe,Red,5,New,Electric,Manual
50,Audi,A3,34519,2024,SUV,Gray,3,Used,Diesel,Manual
46,Mercedes-Benz,G-Class,44793,2024,Sedan,Red,3,New,Electric,Manual
8,BMW,3 Series,28406,2024,SUV,Silver,5,Used,Gasoline,Manual
7,Mercedes-Benz,B-Class,34474,2024,Truck,Red,3,Used,Diesel,Manual
20,Mercedes-Benz,R-Class,51855,2024,Combie,Red,5,Used,Electric,Manual
10,BMW,1 Series,43482,2024,Truck,Black,3,New,Gasoline,Manual
5,Audi,Q7,15471,2024,SUV,Blue,3,New,Gasoline,Manual
35,Mercedes-Benz,R-Class,36743,2024,Combie,Red,5,New,Hybrid,Automatic
32,Audi,A1,52952,2024,Coupe,Silver,3,New,Gasoline,Automatic
45,Audi,A8,51081,2024,Combie,Red,5,Used,Diesel,Manual
37,BMW,X6,55714,2024,SUV,White,5,Used,Gasoline,Automatic
2,Audi,Q5,53905,2024,Coupe,Gray,3,Used,Gasoline,Automatic
31,Mercedes-Benz,GLC,39243,2024,Hatchback,White,5,Used,Diesel,Manual
13,Audi,A3,56146,2024,Combie,Black,3,Used,Diesel,Automatic
49,Mercedes-Benz,S-Class,26603,2024,Combie,Blue,5,Used,Diesel,Automatic
31,Mercedes-Benz,S-Class,48340,2024,Hatchback,Silver,3,New,Gasoline,Automatic
44,Mercedes-Benz,R-Class,27539,2024,Combie,Gray,5,New,Gasoline,Automatic
33,BMW,1 Series,28053,2024,Sedan,Gray,5,New,Diesel,Automatic
40,Audi,A3,40793,2024,Hatchback,Silver,3,New,Gasoline,Automatic
40,Mercedes-Benz,R-Class,53884,2024,Hatchback,Gray,5,New,Electric,Automatic
43,BMW,1 Series,43117,2024,Truck,Gray,3,Used,Diesel,Automatic
35,Audi,A6,17470,2024,Combie,Black,3,New,Gasoline,Automatic
2,Audi,Q7,52882,2024,SUV,White,3,Used,Gasoline,Manual
42,BMW,X3,15834,2024,Coupe,Blue,5,Used,Diesel,Manual
20,BMW,5 series,40634,2024,Truck,Red,3,Used,Gasoline,Automatic
38,Audi,A8,26183,2024,SUV,Gray,5,New,Diesel,Manual
38,Audi,A3,59848,2024,Combie,White,5,New,Diesel,Manual
37,Mercedes-Benz,A-Class,45223,2024,Combie,Blue,5,Used,Diesel,Automatic
15,Mercedes-Benz,B-Class,27094,2024,Truck,Gray,3,Used,Gasoline,Manual
1,Audi,A6,49106,2024,Combie,Blue,5,New,Gasoline,Manual
29,BMW,X1,30987,2024,Coupe,Blue,3,Used,Gasoline,Manual
16,Mercedes-Benz,R-Class,34043,2024,Hatchback,Gray,3,New,Diesel,Manual
10,Audi,A4,37137,2024,SUV,Blue,3,New,Gasoline,Automatic
49,BMW,X3,55780,2024,Combie,Black,5,New,Diesel,Manual
2,BMW,5 series,24830,2024,Coupe,White,3,Used,Gasoline,Manual
3,Mercedes-Benz,C-Class,36284,2024,Hatchback,Red,5,New,Diesel,Automatic
16,Audi,Q7,44099,2024,Coupe,Silver,5,Used,Diesel,Automatic
3,BMW,X3,21072,2024,Coupe,Black,3,New,Gasoline,Automatic
29,Mercedes-Benz,C-Class,18180,2024,Sedan,Black,5,Used,Gasoline,Automatic
44,Mercedes-Benz,GLC,59379,2024,Sedan,White,5,New,Gasoline,Manual
1,BMW,3 Series,35442,2024,Coupe,Black,5,Used,Diesel,Automatic
44,Mercedes-Benz,C-Class,21062,2024,Sedan,Black,5,New,Gasoline,Manual
50,Audi,Q5,37201,2024,Sedan,Blue,3,New,Diesel,Manual
25,Mercedes-Benz,E-Class,29588,2024,SUV,Blue,3,New,Gasoline,Manual
27,Audi,A7,53173,2024,Coupe,Silver,5,Used,Gasoline,Automatic
1,Mercedes-Benz,B-Class,25607,2024,Hatchback,White,3,Used,Gasoline,Manual
22,Mercedes-Benz,A-Class,47957,2024,Coupe,Black,5,Used,Gasoline,Automatic
21,BMW,7 series,53769,2024,Truck,Silver,5,New,Electric,Automatic
48,BMW,1 Series,18180,2024,Sedan,Black,3,Used,Diesel,Manual
17,Audi,A3,15754,2024,Hatchback,Gray,5,Used,Gasoline,Automatic
9,Mercedes-Benz,B-Class,38236,2024,SUV,White,3,Used,Gasoline,Manual
36,Audi,A7,41874,2024,Combie,Red,3,New,Electric,Manual
38,BMW,Ix1,50027,2024,Truck,Black,3,Used,Diesel,Automatic
22,BMW,Ix1,43294,2024,Sedan,Black,5,New,Gasoline,Manual
11,BMW,5 series,47059,2024,Hatchback,White,3,New,Gasoline,Manual
47,Mercedes-Benz,B-Class,45932,2024,SUV,Black,5,Used,Diesel,Manual
31,Audi,A1,19396,2024,SUV,Black,3,New,Gasoline,Automatic
22,BMW,X6,24099,2024,Combie,Gray,5,Used,Gasoline,Manual
13,Audi,A4,45493,2024,Sedan,Blue,3,New,Gasoline,Automatic
42,Audi,A5,32140,2024,Sedan,Silver,5,New,Gasoline,Manual
47,Audi,A4,52339,2024,SUV,Silver,5,New,Gasoline,Automatic
38,Mercedes-Benz,CLA,50822,2024,Truck,Silver,5,New,Diesel,Manual
14,Audi,Q5,49906,2024,Truck,Blue,3,Used,Gasoline,Manual
47,Audi,A3,57427,2024,Sedan,Red,3,New,Gasoline,Manual
32,BMW,Ix1,29554,2024,Hatchback,Gray,3,Used,Diesel,Manual
43,Audi,Q5,45735,2024,Hatchback,Gray,3,Used,Electric,Manual
18,Audi,A4,56171,2024,Sedan,Red,5,Used,Gasoline,Manual
32,Mercedes-Benz,Vito,49727,2024,Combie,Red,5,Used,Gasoline,Manual
16,Mercedes-Benz,S-Class,29754,2024,Combie,Blue,5,Used,Gasoline,Manual
6,Mercedes-Benz,Vito,19770,2024,Combie,Red,5,New,Diesel,Manual
14,Mercedes-Benz,S-Class,40121,2024,Truck,Black,3,Used,Gasoline,Automatic
12,Audi,A1,55791,2024,SUV,Silver,3,Used,Electric,Manual
31,Audi,Q7,55824,2024,SUV,White,3,Used,Diesel,Manual
9,Audi,A5,42257,2024,SUV,Silver,5,Used,Gasoline,Automatic
46,Mercedes-Benz,G-Class,33390,2024,Truck,Gray,3,New,Electric,Automatic
3,Mercedes-Benz,Vito,51719,2024,SUV,Gray,5,New,Gasoline,Manual
36,BMW,X3,38049,2024,Hatchback,Gray,5,Used,Electric,Automatic
23,Audi,A5,18135,2024,Coupe,Silver,5,Used,Diesel,Automatic
29,Audi,Q3,36598,2024,Truck,Gray,3,New,Electric,Manual
34,Audi,A5,50752,2024,Sedan,Black,3,New,Electric,Manual
9,Mercedes-Benz,G-Class,29371,2024,Truck,White,3,Used,Gasoline,Automatic
26,BMW,Ix1,49860,2024,Sedan,Silver,3,New,Gasoline,Automatic
38,Audi,A1,43124,2024,Combie,Black,5,Used,Gasoline,Automatic
6,Audi,A7,18365,2024,Truck,Blue,3,New,Gasoline,Manual
40,Mercedes-Benz,G-Class,44907,2024,Coupe,Red,5,New,Electric,Manual
34,BMW,X3,30925,2024,Combie,Blue,5,Used,Diesel,Manual
40,BMW,5 series,43351,2024,Hatchback,Silver,3,New,Gasoline,Automatic
50,Audi,A7,22065,2024,Sedan,Blue,5,New,Gasoline,Manual
13,Mercedes-Benz,A-Class,47721,2024,Hatchback,Blue,3,New,Diesel,Automatic
27,BMW,5 series,37651,2024,Coupe,White,5,New,Diesel,Manual
47,BMW,Ix1,22647,2024,Sedan,Black,5,New,Gasoline,Automatic
42,Mercedes-Benz,GLC,33584,2024,SUV,Silver,3,New,Diesel,Automatic
12,Mercedes-Benz,G-Class,23657,2024,Coupe,Gray,3,Used,Electric,Automatic
6,Mercedes-Benz,C-Class,17154,2024,Combie,Blue,5,New,Gasoline,Automatic
46,Mercedes-Benz,GLC,50402,2024,Coupe,Silver,5,Used,Electric,Manual
45,Mercedes-Benz,E-Class,52756,2024,Sedan,Blue,5,New,Hybrid,Manual
48,Audi,A7,44619,2024,Truck,Black,5,Used,Gasoline,Automatic
5,Audi,A3,42591,2024,SUV,White,5,Used,Electric,Manual
6,Mercedes-Benz,B-Class,35297,2024,Sedan,Black,5,New,Gasoline,Manual
46,Mercedes-Benz,CLA,32852,2024,Truck,Gray,3,New,Diesel,Automatic
45,Mercedes-Benz,Vito,40262,2024,Hatchback,Red,5,New,Diesel,Manual
27,BMW,X6,29550,2024,Truck,Gray,3,Used,Gasoline,Automatic
39,Mercedes-Benz,G-Class,26197,2024,Coupe,Silver,5,Used,Gasoline,Automatic
7,Audi,A3,44364,2024,Truck,Red,5,New,Diesel,Automatic
37,BMW,X6,15693,2024,Hatchback,Blue,3,New,Diesel,Automatic
6,BMW,6 series,37023,2024,Combie,Gray,3,Used,Gasoline,Manual
1,Audi,A4,38677,2024,Sedan,Black,5,Used,Electric,Manual
8,Audi,A5,25802,2024,Hatchback,Gray,5,New,Gasoline,Manual
30,Audi,A5,47046,2024,Combie,White,5,Used,Gasoline,Manual
18,Mercedes-Benz,CLA,46916,2024,Combie,Gray,3,New,Gasoline,Automatic
47,BMW,Ix1,41097,2024,Truck,White,3,Used,Electric,Manual
25,Mercedes-Benz,R-Class,35066,2024,Combie,Blue,3,Used,Gasoline,Automatic
18,BMW,X6,18001,2024,Hatchback,Blue,3,Used,Electric,Manual
7,BMW,1 Series,29322,2024,Hatchback,Silver,5,New,Hybrid,Automatic
43,Audi,Q3,28660,2024,Combie,Red,3,Used,Gasoline,Manual
45,Mercedes-Benz,R-Class,27124,2024,Coupe,Black,3,New,Gasoline,Manual
40,Mercedes-Benz,GLC,32370,2024,Sedan,Blue,3,Used,Gasoline,Automatic
17,Audi,A7,50818,2024,Hatchback,Silver,3,Used,Gasoline,Manual
30,Mercedes-Benz,A-Class,52299,2024,Combie,White,5,New,Gasoline,Manual
33,Mercedes-Benz,GLC,20619,2024,SUV,Silver,5,New,Gasoline,Automatic
9,BMW,3 Series,39673,2024,Truck,Red,3,New,Diesel,Manual
23,BMW,5 series,42730,2024,Sedan,Gray,3,Used,Gasoline,Manual
8,Mercedes-Benz,G-Class,47736,2024,Combie,Red,3,Used,Diesel,Automatic
21,Mercedes-Benz,C-Class,58246,2024,Coupe,Blue,5,New,Diesel,Automatic
36,BMW,Ix1,53463,2024,Hatchback,Black,3,Used,Gasoline,Manual
47,Mercedes-Benz,C-Class,34354,2024,Coupe,Black,3,New,Electric,Manual
20,BMW,6 series,31219,2024,Coupe,Gray,3,Used,Gasoline,Manual
16,Mercedes-Benz,G-Class,54706,2024,Coupe,Silver,5,Used,Diesel,Manual
1,Audi,Q5,30274,2024,Coupe,White,5,Used,Gasoline,Automatic
44,Mercedes-Benz,CLA,38974,2024,Combie,Blue,5,New,Diesel,Automatic
11,BMW,X3,36988,2024,Coupe,White,3,Used,Electric,Manual
2,BMW,5 series,46990,2024,SUV,Red,5,New,Gasoline,Manual
18,BMW,3 Series,33966,2024,Sedan,Gray,5,New,Gasoline,Automatic
49,Mercedes-Benz,C-Class,28806,2024,Truck,Silver,5,New,Diesel,Manual
49,BMW,6 series,31527,2024,Sedan,Black,5,New,Diesel,Manual
1,BMW,X3,38687,2024,SUV,Silver,3,Used,Electric,Automatic
8,Mercedes-Benz,A-Class,44920,2024,Combie,Silver,5,New,Diesel,Manual
43,BMW,X1,24862,2024,Truck,White,5,Used,Diesel,Manual
18,BMW,5 series,52642,2024,Truck,Gray,5,Used,Gasoline,Automatic
22,Audi,A7,35771,2024,Truck,Blue,3,Used,Gasoline,Automatic
23,Mercedes-Benz,E-Class,45622,2024,Hatchback,Blue,5,Used,Gasoline,Automatic
20,BMW,X3,48668,2024,Hatchback,Silver,3,New,Gasoline,Manual
11,Mercedes-Benz,E-Class,46407,2024,Truck,Black,3,New,Electric,Manual
19,BMW,X3,46856,2024,SUV,Silver,3,Used,Gasoline,Manual
11,Audi,Q3,23297,2024,Combie,Black,5,Used,Gasoline,Manual
49,BMW,3 Series,36117,2024,Combie,White,3,New,Electric,Automatic
15,Mercedes-Benz,B-Class,33477,2024,Hatchback,Red,3,New,Gasoline,Automatic
32,BMW,3 Series,52018,2024,Combie,White,5,New,Hybrid,Automatic
31,Audi,A3,58132,2024,Coupe,Blue,3,Used,Diesel,Manual
25,Mercedes-Benz,C-Class,34064,2024,Coupe,Black,5,New,Gasoline,Automatic
2,Mercedes-Benz,C-Class,19752,2024,Sedan,Gray,3,New,Gasoline,Automatic
23,BMW,X5,36330,2024,Hatchback,Black,5,New,Gasoline,Manual
46,BMW,X5,29532,2024,SUV,Gray,5,Used,Gasoline,Automatic
50,Mercedes-Benz,B-Class,25137,2024,Truck,Gray,5,Used,Diesel,Automatic
6,Audi,A3,38740,2024,Hatchback,Silver,3,Used,Diesel,Automatic
18,Audi,A3,26070,2024,Sedan,Red,3,Used,Gasoline,Automatic
40,Audi,A6,28324,2024,Coupe,Silver,5,New,Electric,Manual
17,Mercedes-Benz,E-Class,53541,2024,Truck,Gray,5,New,Gasoline,Manual
44,BMW,Ix1,43095,2024,Sedan,Black,5,Used,Gasoline,Manual
4,BMW,3 Series,40160,2024,Truck,Red,5,Used,Electric,Automatic
9,Audi,Q3,47904,2024,Truck,White,3,Used,Gasoline,Manual
23,BMW,5 series,21445,2024,Sedan,Silver,3,New,Diesel,Automatic
4,BMW,6 series,59514,2024,Combie,Silver,3,Used,Diesel,Automatic
50,BMW,X3,36810,2024,Sedan,White,5,Used,Gasoline,Automatic
31,Audi,A3,43948,2024,Coupe,White,3,New,Diesel,Automatic
2,BMW,1 Series,40907,2024,Truck,Blue,3,New,Diesel,Automatic
21,Mercedes-Benz,C-Class,59914,2024,Hatchback,Silver,3,New,Gasoline,Automatic
42,Audi,Q3,57283,2024,Coupe,Red,3,New,Gasoline,Manual
23,BMW,X5,26085,2024,Coupe,Silver,3,Used,Gasoline,Manual
2,Mercedes-Benz,Vito,17884,2024,Truck,Gray,5,New,Gasoline,Automatic
16,BMW,Ix1,22053,2024,Sedan,Black,5,Used,Gasoline,Manual
18,BMW,X3,56458,2024,Hatchback,Blue,3,Used,Gasoline,Manual
45,Mercedes-Benz,G-Class,50037,2024,SUV,Black,5,New,Diesel,Automatic
45,BMW,X1,59922,2024,Sedan,Blue,5,New,Diesel,Automatic
8,BMW,X6,29016,2024,Hatchback,White,3,New,Gasoline,Manual
30,BMW,X3,22931,2024,Sedan,Red,3,Used,Diesel,Manual
50,Mercedes-Benz,R-Class,48756,2024,Hatchback,Silver,5,Used,Gasoline,Automatic
13,Audi,A6,29763,2024,SUV,Blue,5,New,Gasoline,Manual
14,Audi,A8,45760,2024,Coupe,Black,5,Used,Diesel,Automatic
17,BMW,1 Series,22633,2024,SUV,White,5,Used,Electric,Automatic
4,Audi,A6,24252,2024,SUV,Black,5,Used,Diesel,Manual
18,Mercedes-Benz,S-Class,37038,2024,Truck,Blue,3,Used,Gasoline,Manual
34,Audi,A1,54961,2024,Sedan,White,3,Used,Diesel,Automatic
33,BMW,X1,31802,2024,SUV,Gray,3,New,Hybrid,Manual
26,BMW,X5,16756,2024,Sedan,White,5,New,Gasoline,Automatic
22,Mercedes-Benz,C-Class,17019,2024,Combie,Black,3,New,Gasoline,Automatic
35,Mercedes-Benz,G-Class,36285,2024,Truck,Black,5,New,Diesel,Manual
6,Mercedes-Benz,E-Class,39838,2024,Hatchback,Gray,3,New,Gasoline,Automatic
18,Mercedes-Benz,G-Class,58931,2024,SUV,Red,5,Used,Diesel,Automatic
23,Mercedes-Benz,C-Class,48153,2024,Truck,Gray,5,New,Diesel,Automatic
6,BMW,5 series,18928,2024,Truck,Black,5,New,Gasoline,Manual
4,Mercedes-Benz,S-Class,56272,2024,SUV,Gray,3,New,Diesel,Automatic
11,Audi,A1,22997,2024,SUV,Gray,5,Used,Gasoline,Manual
34,Mercedes-Benz,CLA,23089,2024,Truck,Silver,3,Used,Diesel,Automatic
20,Mercedes-Benz,A-Class,30162,2024,Hatchback,Gray,5,Used,Diesel,Automatic
10,Mercedes-Benz,CLA,17426,2024,Coupe,White,3,New,Gasoline,Manual
29,BMW,X3,33833,2024,Hatchback,White,3,New,Gasoline,Automatic
45,Audi,A1,52563,2024,SUV,Red,5,New,Hybrid,Manual
22,Audi,Q7,35291,2024,SUV,Black,3,New,Diesel,Manual
28,Audi,A5,51613,2024,Coupe,Blue,3,New,Gasoline,Manual
2,Mercedes-Benz,E-Class,43357,2024,Coupe,Gray,5,Used,Diesel,Manual
26,Audi,A8,40041,2024,Hatchback,White,3,New,Gasoline,Manual
15,BMW,5 series,49260,2024,Truck,Gray,5,New,Gasoline,Manual
22,Audi,A7,18828,2024,SUV,Silver,3,Used,Diesel,Manual
17,Mercedes-Benz,GLC,39696,2024,Hatchback,Silver,5,Used,Diesel,Manual
24,Mercedes-Benz,G-Class,21365,2024,Hatchback,Black,3,Used,Diesel,Automatic
5,BMW,Ix1,22491,2024,Coupe,Black,3,New,Gasoline,Automatic
36,Audi,A5,23374,2024,Coupe,Black,5,Used,Electric,Manual
20,BMW,7 series,28428,2024,Coupe,Black,3,New,Diesel,Automatic
37,Mercedes-Benz,C-Class,27574,2024,SUV,Silver,5,Used,Diesel,Manual
15,Audi,A3,16859,2024,Hatchback,Blue,3,Used,Diesel,Manual
37,Audi,A6,51960,2024,SUV,Gray,5,Used,Gasoline,Manual
23,Mercedes-Benz,Vito,41925,2024,SUV,Silver,5,New,Electric,Automatic
33,Mercedes-Benz,GLC,43999,2024,Sedan,Blue,5,Used,Gasoline,Automatic
50,Mercedes-Benz,R-Class,33041,2024,SUV,Silver,5,Used,Gasoline,Manual
7,BMW,1 Series,52862,2024,SUV,Black,5,New,Gasoline,Automatic
33,Mercedes-Benz,A-Class,49037,2024,SUV,Blue,3,Used,Gasoline,Automatic
28,BMW,X3,59294,2024,Truck,Gray,5,Used,Gasoline,Automatic
26,Mercedes-Benz,GLC,57315,2024,Truck,Blue,5,New,Gasoline,Automatic
4,Mercedes-Benz,R-Class,48481,2024,Sedan,Gray,3,New,Diesel,Automatic
32,BMW,3 Series,57866,2024,Truck,Silver,5,New,Gasoline,Automatic
26,BMW,7 series,48025,2024,Truck,Black,3,Used,Diesel,Manual
1,Audi,A7,30018,2024,Combie,Blue,5,New,Electric,Automatic
39,BMW,1 Series,15996,2024,Sedan,Silver,3,New,Gasoline,Automatic
19,BMW,X3,37396,2024,Hatchback,Silver,3,Used,Diesel,Manual
40,Audi,Q7,39361,2024,Combie,White,3,Used,Gasoline,Automatic
27,Mercedes-Benz,B-Class,35715,2024,Coupe,Black,5,Used,Gasoline,Automatic
24,Audi,A8,25632,2024,Combie,Silver,3,New,Gasoline,Manual
36,BMW,X5,34066,2024,Hatchback,Black,3,Used,Diesel,Manual
43,Audi,Q5,36661,2024,Sedan,Silver,5,New,Gasoline,Manual
33,BMW,X6,54670,2024,SUV,White,5,New,Diesel,Manual
46,BMW,Ix1,47849,2024,Combie,Gray,3,Used,Electric,Manual
36,Mercedes-Benz,GLC,34098,2024,Sedan,Silver,5,Used,Diesel,Manual
32,BMW,X5,17914,2024,Combie,Gray,3,Used,Diesel,Manual
48,BMW,7 series,36723,2024,Combie,Blue,3,New,Diesel,Manual
42,Mercedes-Benz,E-Class,47022,2024,Truck,Gray,5,New,Diesel,Automatic
38,BMW,5 series,46530,2024,Sedan,Red,5,New,Gasoline,Manual
24,BMW,X5,29002,2024,Truck,Blue,3,New,Gasoline,Manual
37,Mercedes-Benz,A-Class,58611,2024,SUV,Blue,3,New,Diesel,Manual
33,BMW,X6,44541,2024,Hatchback,Black,3,Used,Gasoline,Automatic
7,BMW,6 series,55270,2024,Sedan,Blue,5,New,Gasoline,Manual
